frame,t_s,found,knob_x,knob_y,knob_w,knob_h,area_full,fill
1193,19.8667,1,1035.2,1012.1,149,148,19497,0.77
1194,19.8833,1,1034.5,1011.3,149,148,19260,0.74
1195,19.9000,1,1035.0,1011.4,149,148,19024,0.74
1196,19.9167,1,1035.4,1010.9,149,148,18997,0.73
1197,19.9333,1,1035.8,1010.3,149,149,18910,0.75
1198,19.9500,1,1036.7,1010.3,148,149,18764,0.74
1199,19.9667,1,1038.6,1010.3,150,149,19102,0.76
1200,19.9833,1,1039.6,1010.3,149,148,18978,0.75
1201,20.0000,1,1041.7,1009.8,150,148,19266,0.76
1202,20.0167,1,1043.0,1009.7,148,148,19212,0.77
1203,20.0333,1,1043.7,1009.8,148,148,19178,0.78
1204,20.0500,1,1045.1,1009.9,147,149,19000,0.78
1205,20.0667,1,1047.5,1010.2,148,148,18881,0.77
1206,20.0833,1,1050.6,1010.0,147,148,19195,0.77
1207,20.1000,1,1052.6,1010.4,147,149,19031,0.78
1208,20.1167,1,1054.0,1010.5,148,149,18902,0.75
1209,20.1333,1,1056.5,1010.4,147,149,18858,0.76
1210,20.1500,1,1058.7,1010.3,147,149,18818,0.76
1211,20.1667,1,1062.1,1010.8,147,148,18995,0.74
1212,20.1833,1,1065.0,1011.1,147,149,19152,0.79
1213,20.2000,1,1068.2,1011.0,149,148,19195,0.76
1214,20.2167,1,1071.6,1010.9,148,148,19029,0.76
1215,20.2333,1,1075.4,1011.6,148,148,19258,0.75
1216,20.2500,1,1078.7,1011.2,148,148,19343,0.75
1217,20.2667,1,1083.2,1012.0,148,149,19378,0.76
1218,20.2833,1,1087.9,1012.4,149,148,19325,0.77
1219,20.3000,1,1092.5,1013.5,147,148,19139,0.78
1220,20.3167,1,1098.6,1013.8,148,147,19270,0.75
1221,20.3333,1,1103.9,1014.7,149,147,19348,0.77
1222,20.3500,1,1109.2,1014.5,147,147,19292,0.77
1223,20.3667,1,1115.7,1015.5,148,147,19387,0.77
1224,20.3833,1,1120.4,1014.9,149,148,19576,0.77
1225,20.4000,1,1125.9,1014.8,147,148,19275,0.77
1226,20.4167,1,1131.2,1013.3,148,147,19483,0.78
1227,20.4333,1,1136.6,1013.2,148,148,19376,0.77
1228,20.4500,1,1141.0,1011.9,149,147,19362,0.75
1229,20.4667,1,1145.0,1010.8,149,148,19473,0.78
1230,20.4833,1,1149.5,1010.4,149,148,19334,0.77
1231,20.5000,1,1152.6,1009.0,150,147,19389,0.75
1232,20.5167,1,1155.9,1008.0,149,148,19336,0.77
1233,20.5333,1,1159.8,1007.9,147,147,19413,0.77
1234,20.5500,1,1161.7,1006.6,147,148,19306,0.77
1235,20.5667,1,1164.1,1006.0,148,148,19282,0.79
1236,20.5833,1,1166.4,1005.4,148,148,19565,0.80
1237,20.6000,1,1168.4,1005.1,148,148,19416,0.79
1238,20.6167,1,1169.2,1004.4,150,148,19455,0.77
1239,20.6333,1,1170.0,1003.6,148,147,19280,0.75
1240,20.6500,1,1170.2,1003.1,148,147,19447,0.77
1241,20.6667,1,1170.8,1003.1,149,147,19447,0.76
1242,20.6833,1,1171.7,1003.5,148,148,19432,0.76
1243,20.7000,1,1171.9,1003.3,149,148,19509,0.76
1244,20.7167,1,1172.3,1002.8,149,147,19472,0.78
1245,20.7333,1,1173.6,1003.7,149,147,19494,0.78
1246,20.7500,1,1173.8,1003.5,149,147,19501,0.78
1247,20.7667,1,1174.0,1003.2,149,147,19546,0.78
1248,20.7833,1,1174.6,1004.0,149,147,19275,0.77
1249,20.8000,1,1174.6,1004.0,150,147,19288,0.77
1250,20.8167,1,1174.6,1003.9,150,147,19324,0.77
1251,20.8333,1,1174.6,1003.8,150,147,19324,0.77
1252,20.8500,1,1174.8,1003.8,150,147,19373,0.77
1253,20.8667,1,1174.8,1003.7,149,148,19376,0.77
1254,20.8833,1,1174.8,1003.6,149,148,19389,0.77
1255,20.9000,1,1174.8,1003.6,149,148,19391,0.77
1256,20.9167,1,1174.8,1003.6,150,148,19408,0.77
1257,20.9333,1,1175.0,1003.6,150,148,19449,0.77
1258,20.9500,1,1174.9,1003.5,150,148,19433,0.77
1259,20.9667,1,1175.4,1003.2,152,148,19573,0.77
1260,20.9833,1,1177.1,1002.3,163,148,19845,0.68
1261,21.0000,1,1176.1,1002.6,152,149,19709,0.78
1262,21.0167,1,1176.1,1002.5,152,149,19667,0.77
1263,21.0333,1,1173.6,1004.4,151,150,18536,0.73
1264,21.0500,1,1173.5,1004.4,152,150,18557,0.73
1265,21.0667,1,1174.3,1004.6,152,150,18612,0.73
1266,21.0833,1,1174.7,1004.6,152,150,18613,0.73
1267,21.1000,1,1174.7,1004.7,152,150,18594,0.73
1268,21.1167,1,1174.6,1004.7,154,150,18668,0.73
1269,21.1333,1,1174.7,1004.6,154,150,18688,0.73
1270,21.1500,1,1175.2,1004.9,153,150,18489,0.72
1271,21.1667,1,1175.2,1004.8,154,150,18444,0.72
1272,21.1833,1,1175.4,1004.9,153,150,18405,0.72
1273,21.2000,1,1175.6,1005.0,153,150,18343,0.71
1274,21.2167,1,1175.6,1005.0,153,150,18331,0.71
1275,21.2333,1,1176.2,1005.1,153,149,18375,0.70
1276,21.2500,1,1176.3,1005.0,153,149,18380,0.70
1277,21.2667,1,1176.2,1005.0,153,150,18377,0.70
1278,21.2833,1,1176.2,1004.9,153,150,18400,0.70
1279,21.3000,1,1176.3,1004.9,152,150,18394,0.70
1280,21.3167,1,1177.5,1005.6,151,149,18372,0.72
1281,21.3333,1,1177.4,1005.5,154,149,18472,0.70
1282,21.3500,1,1177.5,1005.5,154,149,18468,0.70
1283,21.3667,1,1178.9,1005.8,153,148,18562,0.71
1284,21.3833,1,1178.8,1005.5,155,149,18608,0.69
1285,21.4000,1,1178.9,1005.5,153,149,18571,0.71
1286,21.4167,1,1180.1,1005.4,154,149,18611,0.71
1287,21.4333,1,1180.0,1005.3,154,149,18613,0.71
1288,21.4500,1,1180.3,1005.1,154,150,18721,0.72
1289,21.4667,1,1180.7,1005.4,155,149,18688,0.71
1290,21.4833,1,1180.9,1005.2,154,149,18604,0.71
1291,21.5000,1,1181.0,1005.0,155,149,18580,0.71
1292,21.5167,1,1181.6,1005.1,154,149,18539,0.71
1293,21.5333,1,1182.1,1005.1,153,149,18521,0.73
1294,21.5500,1,1182.1,1005.1,153,149,18554,0.73
1295,21.5667,1,1182.7,1005.0,153,149,18479,0.71
1296,21.5833,1,1182.9,1005.0,153,149,18551,0.71
1297,21.6000,1,1184.1,1005.1,153,149,18474,0.69
1298,21.6167,1,1184.1,1005.2,153,149,18515,0.69
1299,21.6333,1,1184.1,1005.2,153,149,18431,0.69
1300,21.6500,1,1184.7,1005.3,151,149,18307,0.70
1301,21.6667,1,1184.7,1005.1,151,149,18360,0.72
1302,21.6833,1,1184.9,1005.0,152,149,18353,0.72
1303,21.7000,1,1185.7,1005.3,150,149,18233,0.70
1304,21.7167,1,1185.6,1004.9,150,149,18309,0.70
1305,21.7333,1,1187.0,1005.1,150,150,18174,0.70
1306,21.7500,1,1186.8,1005.0,149,150,18211,0.70
1307,21.7667,1,1187.0,1004.9,149,149,17961,0.71
1308,21.7833,1,1187.1,1005.2,149,148,17773,0.70
1309,21.8000,1,1188.1,1005.1,150,149,18001,0.69
1310,21.8167,1,1188.0,1005.2,151,149,17983,0.69
1311,21.8333,1,1188.7,1005.3,151,149,18048,0.69
1312,21.8500,1,1189.9,1005.3,154,148,18277,0.68
1313,21.8667,1,1190.3,1005.4,153,148,18192,0.68
1314,21.8833,1,1190.9,1005.4,152,147,18119,0.68
1315,21.9000,0,,,,,,
1316,21.9167,1,1193.0,1005.2,152,149,18235,0.70
1317,21.9333,1,1192.6,1005.1,151,149,18093,0.70
1318,21.9500,1,1192.9,1005.2,151,149,18141,0.70
1319,21.9667,1,1192.6,1004.9,150,149,17995,0.69
1320,21.9833,1,1194.9,1005.1,151,148,18095,0.69
1321,22.0000,1,1195.9,1005.5,151,149,18110,0.70
1322,22.0167,1,1195.9,1005.2,152,148,17975,0.69
1323,22.0333,1,1196.7,1005.1,153,148,18064,0.69
1324,22.0500,1,1197.4,1005.3,153,148,18088,0.70
1325,22.0667,1,1197.9,1004.9,152,148,18163,0.70
1326,22.0833,1,1198.8,1004.8,153,148,18142,0.68
1327,22.1000,1,1198.6,1005.2,153,148,17973,0.68
1328,22.1167,1,1200.1,1005.2,153,150,18379,0.69
1329,22.1333,1,1200.1,1004.9,153,150,18374,0.69
1330,22.1500,1,1200.2,1004.3,155,149,18576,0.70
1331,22.1667,1,1200.1,1004.0,154,148,18570,0.70
1332,22.1833,1,1201.1,1004.6,154,148,18540,0.70
1333,22.2000,1,1201.2,1004.7,154,148,18487,0.70
1334,22.2167,1,1202.0,1004.6,153,148,18495,0.68
1335,22.2333,1,1201.6,1004.4,153,149,18484,0.70
1336,22.2500,1,1203.4,1005.6,152,149,18323,0.69
1337,22.2667,0,,,,,,
1338,22.2833,0,,,,,,
1339,22.3000,1,1205.7,1005.4,151,148,18218,0.71
1340,22.3167,1,1205.2,1004.7,153,148,18333,0.69
1341,22.3333,1,1206.9,1005.0,153,148,18300,0.69
1342,22.3500,1,1207.1,1005.2,151,148,18273,0.70
1343,22.3667,1,1206.7,1005.4,152,148,18144,0.69
1344,22.3833,0,,,,,,
1345,22.4000,1,1207.9,1005.3,156,148,18269,0.68
1346,22.4167,1,1208.7,1004.8,156,148,18234,0.68
1347,22.4333,1,1209.4,1004.4,156,149,18214,0.68
1348,22.4500,1,1210.4,1005.8,154,149,18084,0.69
1349,22.4667,1,1212.0,1006.9,152,148,18185,0.71
1350,22.4833,1,1212.2,1006.8,153,149,18194,0.72
1351,22.5000,1,1212.7,1008.6,153,151,18060,0.69
1352,22.5167,1,1213.0,1008.5,153,151,18038,0.70
1353,22.5333,1,1213.4,1009.1,154,150,18328,0.70
1354,22.5500,1,1214.4,1010.2,154,150,18426,0.71
1355,22.5667,1,1214.3,1010.2,154,150,18410,0.71
1356,22.5833,1,1215.9,1011.0,152,150,18515,0.73
1357,22.6000,1,1216.0,1011.1,151,150,18470,0.73
1358,22.6167,1,1216.8,1012.0,149,147,18277,0.73
1359,22.6333,1,1216.5,1012.2,149,147,18190,0.73
1360,22.6500,1,1216.5,1013.5,149,148,18158,0.70
1361,22.6667,1,1216.8,1014.4,150,147,18499,0.70
1362,22.6833,1,1217.5,1013.6,152,147,18835,0.73
1363,22.7000,1,1218.5,1015.2,150,146,18302,0.74
1364,22.7167,1,1218.2,1015.1,149,146,18229,0.73
1365,22.7333,1,1219.7,1016.8,148,146,17981,0.74
1366,22.7500,1,1219.5,1016.7,148,147,17998,0.74
1367,22.7667,1,1221.2,1017.5,147,147,18111,0.75
1368,22.7833,1,1221.1,1017.3,147,147,18143,0.75
1369,22.8000,1,1220.7,1017.3,148,147,18149,0.75
1370,22.8167,1,1221.0,1017.3,150,147,18253,0.73
1371,22.8333,1,1222.2,1018.1,149,147,18207,0.71
1372,22.8500,1,1222.4,1019.5,149,148,18179,0.72
1373,22.8667,1,1222.5,1019.6,149,148,18201,0.73
1374,22.8833,1,1222.5,1020.4,150,149,18411,0.72
1375,22.9000,1,1222.6,1021.3,150,148,18682,0.73
1376,22.9167,1,1222.0,1022.2,149,148,18724,0.71
1377,22.9333,1,1223.2,1023.9,149,149,18739,0.73
1378,22.9500,1,1223.3,1023.8,149,150,18753,0.73
1379,22.9667,1,1224.1,1023.9,151,152,18970,0.75
1380,22.9833,1,1225.8,1023.0,153,159,19362,0.75
1381,23.0000,1,1226.9,1021.4,151,159,19822,0.75
1382,23.0167,0,,,,,,
1383,23.0333,1,1234.0,1016.1,165,184,21938,0.63
1384,23.0500,1,1234.2,1018.8,164,176,21884,0.63
1385,23.0667,1,1234.9,1022.0,163,168,21761,0.66
1386,23.0833,1,1235.1,1025.9,161,168,21768,0.68
1387,23.1000,1,1237.2,1030.3,158,169,21821,0.68
1388,23.1167,1,1237.3,1034.1,154,174,21679,0.68
1389,23.1333,1,1235.4,1038.0,156,173,21675,0.64
1390,23.1500,0,,,,,,
1391,23.1667,0,,,,,,
1392,23.1833,1,1229.8,1046.0,182,176,22939,0.64
1393,23.2000,0,,,,,,
1394,23.2167,0,,,,,,
1395,23.2333,0,,,,,,
1396,23.2500,0,,,,,,
1397,23.2667,1,1246.2,1075.3,152,150,19531,0.79
1398,23.2833,1,1249.3,1080.2,147,149,18895,0.79
1399,23.3000,1,1251.2,1086.4,141,150,17871,0.78
1400,23.3167,1,1252.4,1091.5,141,150,17614,0.79
1401,23.3333,1,1252.9,1096.9,143,150,17364,0.76
1402,23.3500,1,1254.2,1101.3,134,150,17525,0.80
1403,23.3667,1,1254.5,1105.6,133,150,17392,0.80
1404,23.3833,1,1254.3,1109.2,133,150,17140,0.80
1405,23.4000,1,1253.1,1111.9,136,156,17373,0.78
1406,23.4167,1,1253.2,1114.0,137,154,17239,0.79
1407,23.4333,1,1253.0,1116.3,137,156,17105,0.77
1408,23.4500,1,1252.3,1116.8,142,157,17336,0.75
1409,23.4667,1,1253.2,1116.2,137,156,17162,0.77
1410,23.4833,1,1253.5,1115.9,138,156,17247,0.77
1411,23.5000,1,1253.5,1116.2,138,156,17273,0.77
1412,23.5167,1,1253.6,1116.1,137,156,17251,0.77
1413,23.5333,1,1254.6,1115.2,132,153,17013,0.77
1414,23.5500,1,1255.5,1114.1,129,150,16784,0.77
1415,23.5667,1,1255.8,1114.2,129,148,16943,0.82
1416,23.5833,1,1255.8,1114.2,129,148,16940,0.82
1417,23.6000,1,1255.8,1114.2,129,148,16940,0.82
1418,23.6167,1,1255.8,1114.2,129,148,16934,0.82
1419,23.6333,1,1256.3,1115.1,129,148,16978,0.83
1420,23.6500,1,1256.4,1115.1,129,148,16960,0.83
1421,23.6667,1,1256.3,1115.0,129,148,16969,0.83
1422,23.6833,1,1256.3,1115.0,129,148,16970,0.83
1423,23.7000,1,1256.3,1115.0,129,148,16970,0.83
1424,23.7167,1,1256.3,1115.0,129,148,16970,0.83
1425,23.7333,1,1256.3,1115.0,129,148,16970,0.83
1426,23.7500,1,1256.3,1115.0,129,148,16970,0.83
1427,23.7667,1,1256.2,1116.0,128,148,17154,0.79
1428,23.7833,1,1257.4,1117.0,128,148,17009,0.80
1429,23.8000,1,1256.5,1120.4,128,149,17076,0.78
1430,23.8167,1,1255.9,1126.4,129,148,17145,0.81
1431,23.8333,1,1255.5,1134.5,130,150,17623,0.81
1432,23.8500,1,1254.0,1147.9,132,147,17573,0.79
1433,23.8667,1,1252.2,1162.0,135,147,17985,0.80
1434,23.8833,1,1248.1,1178.3,141,147,18527,0.81
1435,23.9000,1,1242.1,1195.1,148,146,18676,0.78
1436,23.9167,1,1235.1,1205.4,149,148,18894,0.75
1437,23.9333,1,1227.8,1216.1,149,150,19015,0.73
1438,23.9500,1,1222.0,1223.0,148,149,19362,0.74
1439,23.9667,1,1215.7,1231.4,149,150,19212,0.74
1440,23.9833,1,1211.4,1239.3,149,148,19044,0.75
1441,24.0000,1,1209.9,1245.9,148,150,19136,0.73
1442,24.0167,1,1208.9,1252.5,149,149,19208,0.73
1443,24.0333,1,1207.3,1259.6,148,147,19252,0.75
1444,24.0500,1,1205.3,1268.6,149,148,19060,0.74
1445,24.0667,1,1203.1,1278.2,149,149,19214,0.77
1446,24.0833,1,1197.8,1289.5,149,149,19176,0.75
1447,24.1000,1,1192.0,1301.9,149,148,18926,0.76
1448,24.1167,1,1182.1,1317.6,154,155,19501,0.75
1449,24.1333,1,1170.2,1333.3,153,150,19278,0.74
1450,24.1500,1,1158.3,1350.0,157,148,19451,0.76
1451,24.1667,1,1147.4,1366.8,157,150,20003,0.76
1452,24.1833,1,1138.7,1386.7,163,151,20165,0.77
1453,24.2000,1,1128.1,1403.4,164,152,20370,0.75
1454,24.2167,1,1115.5,1420.5,166,158,21261,0.75
1455,24.2333,0,,,,,,
1456,24.2500,0,,,,,,
1457,24.2667,0,,,,,,
1458,24.2833,0,,,,,,
1459,24.3000,1,1082.9,1507.5,160,155,19762,0.75
1460,24.3167,1,1076.6,1520.2,152,150,19206,0.75
1461,24.3333,1,1074.8,1526.6,150,149,19141,0.76
1462,24.3500,1,1073.5,1531.5,150,148,18730,0.74
1463,24.3667,1,1074.0,1534.7,148,148,19012,0.76
1464,24.3833,1,1074.4,1538.8,150,148,19017,0.77
1465,24.4000,1,1075.3,1543.5,149,148,19308,0.75
1466,24.4167,1,1075.1,1548.9,150,147,19147,0.77
1467,24.4333,1,1074.7,1555.1,149,149,19085,0.76
1468,24.4500,1,1074.0,1560.4,149,148,19255,0.76
1469,24.4667,1,1073.7,1566.3,149,149,19072,0.76
1470,24.4833,1,1073.9,1571.7,150,148,18912,0.76
1471,24.5000,1,1073.0,1576.5,149,147,19040,0.75
1472,24.5167,1,1073.4,1582.6,149,149,18697,0.75
1473,24.5333,1,1073.1,1587.5,150,149,18636,0.75
1474,24.5500,1,660.6,2139.6,151,149,20068,0.78
1475,24.5667,1,660.6,2139.6,151,149,20073,0.78
1476,24.5833,1,660.6,2139.6,151,149,20072,0.78
1477,24.6000,1,660.6,2139.7,151,149,20071,0.78
1478,24.6167,1,660.5,2139.7,151,149,20103,0.78
1479,24.6333,1,660.5,2139.7,151,149,20103,0.78
1480,24.6500,1,660.5,2139.7,151,149,20103,0.78
1481,24.6667,1,660.5,2139.7,151,149,20103,0.78
1482,24.6833,1,660.5,2139.7,151,149,20103,0.78
1483,24.7000,1,660.5,2139.7,151,149,20103,0.78
1484,24.7167,1,660.5,2139.7,151,149,20103,0.78
1485,24.7333,1,660.5,2139.7,151,149,20103,0.78
1486,24.7500,1,660.5,2139.7,151,149,20104,0.78
1487,24.7667,1,660.5,2139.7,151,149,20104,0.78
1488,24.7833,1,660.5,2139.7,151,149,20104,0.78
1489,24.8000,1,660.5,2139.7,151,149,20104,0.78
1490,24.8167,1,660.5,2139.7,151,149,20103,0.78
1491,24.8333,1,660.5,2139.7,151,149,20103,0.78
1492,24.8500,1,660.5,2139.7,151,149,20103,0.78
1493,24.8667,1,660.5,2139.7,151,149,20103,0.78
1494,24.8833,1,660.5,2139.7,151,149,20103,0.78
1495,24.9000,1,660.5,2139.7,151,149,20103,0.78
1496,24.9167,1,660.5,2139.7,151,149,20104,0.78
1497,24.9333,1,660.5,2139.7,151,149,20104,0.78
1498,24.9500,1,660.5,2139.7,151,149,20103,0.78
1499,24.9667,1,660.5,2139.7,151,149,20103,0.78
1500,24.9833,1,660.5,2139.7,151,149,20103,0.78
1501,25.0000,1,660.5,2139.7,151,149,20103,0.78
1502,25.0167,1,660.5,2139.7,151,149,20103,0.78
1503,25.0333,1,660.5,2139.7,151,149,20103,0.78
1504,25.0500,1,660.5,2139.7,151,149,20103,0.78
1505,25.0667,1,660.5,2139.7,151,149,20103,0.78
1506,25.0833,1,660.5,2139.7,151,149,20103,0.78
1507,25.1000,1,660.5,2139.7,151,149,20103,0.78
1508,25.1167,1,660.6,2139.7,151,149,20099,0.78
1509,25.1333,1,660.6,2139.7,151,149,20099,0.78
1510,25.1500,1,660.5,2139.7,151,149,20107,0.78
1511,25.1667,1,660.5,2139.7,151,149,20107,0.78
1512,25.1833,1,660.6,2139.7,151,149,20112,0.78
1513,25.2000,1,661.1,2142.2,150,150,19127,0.75
1514,25.2167,1,661.1,2142.2,150,150,19127,0.75
1515,25.2333,0,,,,,,
1516,25.2500,0,,,,,,
1517,25.2667,0,,,,,,
1518,25.2833,0,,,,,,
1519,25.3000,0,,,,,,
1520,25.3167,0,,,,,,
1521,25.3333,0,,,,,,
1522,25.3500,0,,,,,,
1523,25.3667,0,,,,,,
1524,25.3833,0,,,,,,
1525,25.4000,0,,,,,,
1526,25.4167,0,,,,,,
1527,25.4333,0,,,,,,
1528,25.4500,0,,,,,,
1529,25.4667,0,,,,,,
1530,25.4833,1,801.6,1171.6,206,156,25502,0.63
1531,25.5000,0,,,,,,
1532,25.5167,1,806.3,1167.3,207,194,31094,0.69
1533,25.5333,1,805.2,1162.8,208,202,33194,0.71
1534,25.5500,1,806.9,1156.9,209,209,33604,0.69
1535,25.5667,0,,,,,,
1536,25.5833,1,805.1,1152.2,212,225,37408,0.68
1537,25.6000,1,806.0,1154.8,213,253,40193,0.65
1538,25.6167,1,804.7,1153.2,213,258,41732,0.68
1539,25.6333,0,,,,,,
1540,25.6500,0,,,,,,
1541,25.6667,0,,,,,,
1542,25.6833,0,,,,,,
1543,25.7000,0,,,,,,
1544,25.7167,0,,,,,,
1545,25.7333,0,,,,,,
1546,25.7500,0,,,,,,
1547,25.7667,1,796.0,1953.1,210,211,38125,0.75
