frame,t,ground_dx_at_hole,ground_dy_at_hole,n_inliers,local_scale,sim_scale,zoom_resid_ln,cum_zoom_from_f785
1379,23.1636,-14.734,7.116,339,1.00108,1.0033,-0.00186,0.57
1380,23.1804,-13.457,5.627,307,1.00217,1.0037,3e-05,0.57
1381,23.1972,-13.703,5.755,390,1.00242,1.00432,0.00021,0.5701
1382,23.214,-14.507,6.819,344,1.0025,1.00377,-0.00028,0.5699
1383,23.2308,-14.723,6.564,360,1.00222,1.00356,-0.00043,0.5697
1384,23.2476,-13.577,5.425,348,1.00233,1.00389,0.0003,0.5699
1385,23.2644,-13.604,5.511,302,1.00299,1.00302,0.0009,0.5704
1386,23.2812,-14.01,5.892,331,1.00328,1.00262,0.00099,0.5709
1387,23.298,-14.135,4.966,346,1.0022,1.00309,0.00039,0.5712
1388,23.3148,-14.401,5.124,355,1.00261,1.00324,0.00071,0.5716
1389,23.3317,-15.265,5.928,347,1.00111,1.00282,-0.00123,0.5709
1390,23.3485,-15.087,5.16,350,1.00095,1.00313,-0.00099,0.5703
1391,23.3653,-14.805,4.79,305,1.00036,1.00258,-0.00138,0.5695
1392,23.3821,-14.674,3.326,326,0.99887,1.00355,-0.00211,0.5683
1393,23.3989,-16.412,5.298,378,1.00002,1.00233,-0.00202,0.5672
1394,23.4157,-15.566,4.683,352,1.00178,1.00198,8e-05,0.5672
1395,23.4325,-15.085,5.074,336,1.00242,1.00205,0.00052,0.5675
1396,23.4493,-15.447,3.41,352,1.00132,1.00142,0.00028,0.5677
1397,23.4661,-15.396,3.23,343,1.0002,1.00241,-0.00075,0.5672
1398,23.4829,-15.707,4.007,309,1.00071,1.00115,-0.00065,0.5669
1399,23.4997,-15.012,2.794,342,1.00143,1.00126,0.00072,0.5673
1400,23.5166,-17.202,3.257,298,1.00057,0.99976,-0.00044,0.567
1401,23.5334,-18.88,1.823,284,0.99875,0.99923,-0.00157,0.5662
1402,23.5502,-19.179,1.898,265,0.99799,0.9998,-0.00237,0.5648
1403,23.567,-16.803,1.69,303,0.99987,0.99925,-0.00031,0.5646
1404,23.5838,-17.194,1.792,311,1.00093,0.99894,0.00068,0.565
1405,23.6006,-17.685,1.012,373,0.99948,0.99793,-0.00038,0.5648
1406,23.6174,-16.5,0.833,388,0.99961,0.99999,-0.00012,0.5647
1407,23.6342,-17.89,-0.07,409,0.99747,1.00008,-0.00184,0.5637
1408,23.651,-17.697,0.513,418,0.99782,0.9999,-0.00178,0.5627
1409,23.6678,-17.703,0.36,485,0.99857,0.9994,-0.00096,0.5621
1410,23.6847,-17.015,0.257,422,0.99861,0.99912,-0.00084,0.5617
1411,23.7015,-16.796,-0.039,419,0.99864,0.99965,-0.00066,0.5613
1412,23.7183,-17.037,-0.236,411,0.99905,0.99984,-0.00015,0.5612
1413,23.7351,-16.634,-0.162,419,0.99848,0.99905,-0.00074,0.5608
1414,23.7519,-17.766,-0.481,404,0.99802,0.9997,-0.00108,0.5602
1415,23.7687,-16.999,-0.479,435,0.9983,0.99989,-0.00077,0.5598
1416,23.7855,-16.589,-0.577,456,0.99818,0.99883,-0.00083,0.5593
1417,23.8023,-16.531,-0.65,462,0.99965,0.9977,0.00069,0.5597
1418,23.8191,-17.05,-0.691,395,0.99848,0.99865,-0.00048,0.5594
1419,23.8359,-17.413,-0.745,347,0.99902,0.99747,8e-05,0.5595
1420,23.8527,-16.201,-0.846,422,0.99845,0.99747,-0.0004,0.5592
1421,23.8696,-17.793,-1.039,421,0.99806,0.9981,-0.00075,0.5588
1422,23.8864,-17.881,-0.896,445,0.99829,0.99877,-0.00058,0.5585
1423,23.9032,-17.873,-1.508,400,0.99786,0.99779,-0.0007,0.5581
1424,23.92,-16.743,-1.123,376,0.99923,0.99849,0.0005,0.5584
1425,23.9368,-16.976,-0.988,368,0.99871,0.99841,-9e-05,0.5583
1426,23.9536,-18.212,-1.667,351,0.99935,0.99819,0.00087,0.5588
1427,23.9704,-16.7,-0.638,410,0.9993,0.99811,0.00032,0.559
1428,23.9872,-16.801,-0.504,404,1.00058,0.99849,0.00153,0.5599
1429,24.004,-17.322,-1.319,388,0.99865,0.99798,1e-05,0.5599
1430,24.0208,-16.692,-0.969,431,1.00013,0.99843,0.00133,0.5606
1431,24.0377,-17.653,-1.247,382,0.99884,0.99811,0.00015,0.5607
1432,24.0545,-17.589,-1.94,386,1.0009,0.9961,0.00257,0.5621
1433,24.0713,-18.11,-3.069,363,0.99875,0.99756,0.00099,0.5627
1434,24.0881,-17.492,-3.346,355,0.99647,0.99676,-0.00114,0.5621
1435,24.1049,-16.243,-3.633,306,0.99666,0.99656,-0.00076,0.5616
1436,24.1217,-17.248,-4.389,320,0.99794,0.99558,0.00089,0.5621
1437,24.1385,-17.09,-6.18,322,0.99762,0.99778,0.0015,0.563
1438,24.1553,-16.244,-5.803,319,0.99674,0.99645,0.00044,0.5632
1439,24.1721,-16.265,-6.695,313,0.99766,0.99781,0.00183,0.5642
1440,24.1889,-14.693,-7.304,257,0.99651,0.99412,0.00104,0.5648
1441,24.2057,-14.588,-8.274,286,0.99585,0.99434,0.00088,0.5653
1442,24.2226,-14.494,-9.852,285,0.99699,0.99548,0.00284,0.5669
1443,24.2394,-13.535,-10.152,353,0.99563,0.99413,0.00167,0.5679
1444,24.2562,-12.806,-10.0,322,0.9966,0.99453,0.00258,0.5694
1445,24.273,-11.941,-10.414,344,0.99604,0.99762,0.00225,0.5706
1446,24.2898,-11.385,-10.708,319,0.99592,0.99509,0.0023,0.572
1447,24.3066,-12.303,-12.98,342,0.99536,0.99471,0.0029,0.5736
1448,24.3234,-11.719,-13.498,356,0.99583,0.99484,0.00365,0.5757
1449,24.3402,-10.029,-13.731,369,0.99447,0.99475,0.00245,0.5771
1450,24.357,-8.901,-12.116,293,0.99684,0.99225,0.00402,0.5794
1451,24.3738,-6.924,-13.371,356,0.99396,0.99372,0.00184,0.5805
1452,24.3907,-7.265,-13.868,328,0.99478,0.99183,0.00291,0.5822
1453,24.4075,-4.995,-12.989,320,0.99697,0.99482,0.00472,0.585
1454,24.4243,-4.163,-12.952,353,0.99474,0.99423,0.00248,0.5864
1455,24.4411,-3.28,-14.484,279,0.99595,0.99522,0.00451,0.5891
1456,24.4579,-1.328,-15.107,363,0.99387,0.99511,0.0028,0.5907
1457,24.4747,-0.704,-13.876,375,0.99593,0.99463,0.00425,0.5932
1458,24.4915,0.13,-12.054,141,0.99587,0.9932,0.00327,0.5952
1459,24.5083,1.314,-12.948,134,0.99477,0.99335,0.00266,0.5968
1460,24.5251,1.264,-11.909,126,0.99577,0.99458,0.00312,0.5986
1461,24.5419,2.14,-12.122,105,0.99557,0.99403,0.00306,0.6005
1462,24.5587,2.47,-12.323,229,0.99464,0.99222,0.00224,0.6018
1463,24.5756,1.824,-12.727,254,0.99583,0.99446,0.00363,0.604
1464,24.5924,2.376,-11.699,210,0.99627,0.99371,0.00355,0.6061
1465,24.6092,3.153,-12.147,224,0.99424,0.99404,0.00177,0.6072
1466,24.626,2.054,-11.444,245,0.99856,0.99636,0.00571,0.6107
1467,24.6428,2.418,-11.955,274,0.99721,0.99456,0.00462,0.6135
1468,24.6596,2.183,-11.228,312,0.99879,0.99673,0.00583,0.6171
1469,24.6764,2.524,-11.71,293,0.99796,0.99687,0.00526,0.6204
1470,24.6932,2.672,-11.198,270,0.9975,0.99538,0.00454,0.6232
1471,24.71,2.331,-11.568,270,0.99781,0.99527,0.00502,0.6263
1472,24.7268,2.729,-10.959,267,0.99787,0.99262,0.00478,0.6293
1473,24.7437,2.56,-11.885,128,0.99628,0.99635,0.00366,0.6316
1474,24.7605,2.354,-12.953,103,0.99177,0.99706,-0.00033,0.6314
1475,24.7773,1.257,-5.057,213,0.99906,0.99921,0.00287,0.6332
1476,24.7941,0.815,-2.998,227,0.99865,0.99854,0.00138,0.6341
1477,24.8109,0.807,-2.846,211,0.99878,0.99923,0.00144,0.635
1478,24.8277,0.436,-2.76,204,0.99917,0.99948,0.00177,0.6361
1479,24.8445,0.615,-2.588,201,0.99956,0.9996,0.00207,0.6375
1480,24.8613,0.398,-2.371,218,0.99943,0.99933,0.00183,0.6386
1481,24.8781,0.442,-2.304,211,0.99928,0.99933,0.00164,0.6397
1482,24.8949,0.306,-2.295,220,0.99924,0.99921,0.0016,0.6407
1483,24.9117,0.325,-2.075,211,0.99949,0.99909,0.00173,0.6418
1484,24.9286,0.387,-2.202,202,0.99935,0.99929,0.00166,0.6429
1485,24.9454,-0.179,-2.174,211,0.99877,0.9993,0.00105,0.6435
1486,24.9622,0.568,-1.689,209,0.99903,0.99923,0.00108,0.6442
1487,24.979,0.475,-1.238,191,0.99912,0.99956,0.00093,0.6448
1488,24.9958,0.296,-1.632,213,0.99943,0.99963,0.00144,0.6458
1489,25.0126,0.401,-1.574,195,0.99907,0.99907,0.00105,0.6464
1490,25.0294,0.097,-1.633,221,0.99902,0.99884,0.00102,0.6471
1491,25.0462,0.406,-1.497,176,0.99874,0.99988,0.00069,0.6475
1492,25.063,-0.192,-1.73,166,0.99816,0.99953,0.00021,0.6477
1493,25.0798,0.121,-0.998,205,0.99983,0.99981,0.00151,0.6487
1494,25.0967,0.048,-1.047,210,0.99973,0.99955,0.00143,0.6496
1495,25.1135,0.124,-1.017,207,0.99988,0.99951,0.00157,0.6506
1496,25.1303,0.123,-0.89,207,0.9997,0.99964,0.00132,0.6515
1497,25.1471,0.164,-0.965,216,0.99969,0.99965,0.00135,0.6523
1498,25.1639,0.252,-0.861,219,0.99963,0.99954,0.00124,0.6532
1499,25.1807,0.368,-0.684,225,0.9996,0.99966,0.00112,0.6539
1500,25.1975,0.355,-0.698,219,0.99977,0.99968,0.0013,0.6547
1501,25.2143,0.486,-0.5,212,0.99959,0.99966,0.00102,0.6554
1502,25.2311,0.422,-0.438,212,1.00007,0.99998,0.00146,0.6564
1503,25.2479,0.44,-0.328,209,0.9999,0.99981,0.00124,0.6572
1504,25.2648,0.382,-0.361,227,1.00011,1.0,0.00146,0.6581
1505,25.2816,0.488,-0.341,209,1.00012,1.00004,0.00147,0.6591
1506,25.2984,0.411,-0.244,216,0.99994,0.99998,0.00123,0.6599
1507,25.3152,0.376,-0.251,220,1.0001,1.00002,0.00139,0.6608
1508,25.332,0.382,-0.259,229,1.00008,0.99998,0.00139,0.6618
1509,25.3488,0.378,-0.232,205,1.00007,1.00003,0.00135,0.6627
1510,25.3656,0.38,-0.242,192,0.99992,0.99991,0.00121,0.6635
1511,25.3824,-0.035,-0.232,185,1.0001,0.99997,0.00138,0.6644
1512,25.3992,0.41,-0.333,207,0.99992,0.99989,0.00126,0.6652
1513,25.416,0.134,-0.081,165,1.00009,1.00007,0.00129,0.6661
1514,25.4328,0.0,-0.0,166,1.0,1.0,0.00116,0.6668
1518,25.5001,0.105,39.336,236,1.00072,1.00154,-0.01851,0.6546
1519,25.5169,0.849,28.783,184,1.00065,1.0039,-0.01309,0.6461
1520,25.5337,0.0,0.0,496,1.0,1.0,0.00116,0.6468
1521,25.5505,0.406,20.119,224,1.00202,1.00412,-0.00725,0.6422
1522,25.5673,0.326,12.567,272,1.00202,1.0043,-0.00333,0.64
1523,25.5841,0.119,6.606,267,1.0016,1.00358,-0.00066,0.6396
1524,25.6009,-0.097,1.498,306,1.0018,1.00258,0.00217,0.641
1525,25.6178,-0.118,-2.125,284,1.00178,1.00253,0.00404,0.6436
1526,25.6346,-0.322,-4.514,279,1.00113,1.00191,0.00461,0.6466
1527,25.6514,-0.063,-11.823,276,1.00117,1.00173,0.00845,0.6521
1528,25.6682,-0.089,-9.301,267,1.00036,1.00057,0.00633,0.6562
1529,25.685,-0.029,-9.877,256,0.99982,0.99989,0.0061,0.6602
1530,25.7018,-0.131,-10.116,248,0.99938,0.9992,0.00578,0.664
1531,25.7186,-0.073,-10.359,241,0.99915,0.99862,0.00567,0.6678
1532,25.7354,-0.078,-10.096,227,0.99891,0.9982,0.00529,0.6714
1533,25.7522,-0.177,-9.237,222,0.9987,0.99796,0.00464,0.6745
1534,25.769,-0.076,-8.495,219,0.99863,0.99743,0.00419,0.6773
1535,25.7858,-0.077,-7.925,213,0.99848,0.99753,0.00374,0.6799
1536,25.8027,-0.157,-6.937,224,0.99851,0.99749,0.00325,0.6821
1537,25.8195,-0.264,-5.342,287,0.99883,0.99711,0.00275,0.6839
1538,25.8363,-0.109,-4.4,290,0.99852,0.99737,0.00196,0.6853
1539,25.8531,-0.17,-1.866,295,0.99952,0.9989,0.00164,0.6864
1540,25.8699,-0.242,-3.429,281,0.99894,0.99756,0.00187,0.6877
1541,25.8867,0.127,-2.93,296,0.99788,0.99791,0.00055,0.6881
1542,25.9035,-0.162,-1.985,283,0.999,0.99821,0.00118,0.6889
1543,25.9203,-0.133,-1.519,294,0.99892,0.99864,0.00086,0.6895
1544,25.9371,0.138,-1.231,300,0.99866,0.99897,0.00046,0.6898
1545,25.9539,-0.07,-0.595,296,0.99962,0.99926,0.00109,0.6905
1546,25.9708,-0.075,-0.177,284,0.99976,0.99943,0.00101,0.6912
1547,25.9876,-0.2,-0.008,268,0.99985,0.99947,0.00101,0.6919
