frame,t_s,dxA,dyA,peakA,texA,dxC,dyC,peakC,texC,dxD,dyD,peakD,texD
823,13.7000,-8.23,7.93,295.9,16.58,0.01,0.02,94.2,3.60,0.55,0.03,133.7,11.32
824,13.7167,-8.29,7.88,275.9,16.24,0.20,0.03,70.0,3.48,0.54,0.17,81.2,11.31
825,13.7333,-8.31,7.81,268.0,16.27,0.02,-0.01,101.3,3.29,0.69,0.13,78.0,11.23
826,13.7500,-8.33,7.77,248.3,16.16,0.09,0.00,76.1,3.20,1.77,0.01,122.6,11.18
827,13.7667,-8.44,7.65,219.7,16.21,0.03,0.01,116.7,3.13,0.10,-0.10,93.4,11.13
828,13.7833,-8.38,7.53,209.4,16.44,0.06,0.04,103.0,2.94,2.16,1.13,62.2,11.09
829,13.8000,-8.81,7.61,175.2,16.75,0.02,0.01,128.7,2.87,1.76,0.18,76.7,11.06
830,13.8167,-8.55,7.34,161.3,16.97,0.01,-0.00,133.4,2.76,1.68,-0.03,87.6,11.03
831,13.8333,-8.05,6.77,141.9,17.06,0.06,-0.02,125.8,2.61,1.66,0.08,75.7,11.01
832,13.8500,-8.13,6.71,130.9,17.19,0.00,0.00,156.7,2.40,-11.95,12.03,85.5,11.00
833,13.8667,-8.20,6.56,129.2,17.31,0.02,-0.02,147.4,2.39,1.32,-0.09,72.2,11.02
834,13.8833,-8.25,6.39,127.9,17.88,0.01,-0.00,176.6,2.81,-11.93,11.86,88.1,11.07
835,13.9000,-8.25,6.41,116.1,17.96,0.00,0.00,173.6,3.53,1.61,0.04,66.2,11.04
836,13.9167,-8.16,6.26,138.6,17.80,0.00,0.00,192.7,3.99,0.71,-0.02,72.9,11.05
837,13.9333,-8.30,6.32,97.3,17.60,0.00,0.00,204.6,4.36,-12.02,12.06,70.3,11.08
838,13.9500,-8.22,6.22,105.1,17.41,0.00,0.00,212.9,4.58,0.11,0.15,87.6,11.09
839,13.9667,-8.25,6.21,101.2,17.44,-0.00,-0.00,210.7,4.65,0.22,0.39,78.0,11.08
840,13.9833,-8.25,6.21,83.1,17.48,0.00,-0.00,160.7,4.60,0.38,0.29,66.4,11.10
841,14.0000,-8.17,6.16,82.1,17.55,-0.01,-0.00,183.5,4.58,0.15,0.65,92.2,11.08
842,14.0167,-8.61,6.05,67.7,17.51,-0.01,0.01,172.6,4.56,-0.11,0.46,103.2,11.11
843,14.0333,-8.35,6.06,60.4,17.46,-0.01,0.00,163.8,4.56,0.03,0.54,134.0,11.10
844,14.0500,-8.57,5.96,51.2,17.48,0.01,-0.02,148.2,4.56,0.04,0.56,124.0,11.10
845,14.0667,-19.23,9.55,47.6,17.54,0.02,0.01,131.8,4.51,0.20,0.29,140.1,11.10
846,14.0833,-17.68,10.37,59.7,17.66,0.00,0.01,118.5,4.48,0.05,0.48,156.5,11.11
847,14.1000,-17.83,10.06,96.0,17.71,-0.02,0.02,103.3,4.44,0.08,0.49,140.9,11.10
848,14.1167,-17.93,10.25,97.1,17.89,-0.02,0.02,92.8,4.40,0.07,0.47,149.7,11.10
849,14.1333,-18.57,10.65,71.4,18.07,-0.00,-0.02,81.6,4.39,0.07,0.41,153.9,11.09
850,14.1500,-18.14,12.03,105.1,17.99,-0.05,-0.04,67.2,4.34,0.07,0.38,148.8,11.08
851,14.1667,-18.08,12.90,95.0,17.85,-0.02,0.01,63.9,4.23,-0.01,0.40,128.5,11.08
852,14.1833,-17.89,13.33,99.5,17.78,-0.03,0.06,44.3,4.14,0.02,0.45,131.3,11.11
853,14.2000,-17.85,13.52,116.4,17.72,0.01,0.03,43.7,4.15,1.89,-0.05,139.5,10.90
854,14.2167,-16.59,14.23,95.8,17.70,-0.00,0.01,114.4,4.28,2.74,0.04,63.4,10.71
855,14.2333,-15.88,14.21,108.0,17.64,0.00,0.00,130.0,4.55,-0.01,3.99,97.7,10.49
856,14.2500,-15.38,14.91,65.8,17.23,0.01,0.01,132.6,5.10,-8.22,12.25,59.5,10.23
857,14.2667,-14.30,15.70,98.1,17.16,-0.01,-0.01,133.0,6.27,7.88,-0.00,40.7,10.00
858,14.2833,-12.64,15.79,102.5,17.24,0.00,-0.01,151.5,7.47,-6.01,14.01,88.8,9.78
859,14.3000,-10.51,15.74,90.3,17.38,0.00,0.00,136.9,8.82,-4.07,13.99,104.6,9.80
860,14.3167,-9.39,15.55,82.8,17.67,-0.00,0.02,110.3,9.72,-2.02,13.96,115.1,9.91
861,14.3333,-7.75,15.96,96.5,17.88,-0.47,7.03,23.8,10.43,-0.00,13.94,116.2,10.00
862,14.3500,-6.01,15.31,78.5,17.55,0.01,0.00,115.9,11.11,0.67,14.15,56.2,10.21
863,14.3667,1.77,7.19,94.8,17.36,0.01,0.00,114.7,11.72,2.71,13.94,43.6,10.35
864,14.3833,3.07,6.52,80.1,17.29,0.03,-0.00,91.9,13.06,5.84,10.09,35.2,10.61
865,14.4000,3.96,6.42,143.3,17.22,0.04,0.03,71.1,14.50,24.09,-0.69,25.0,10.98
866,14.4167,4.44,6.14,144.1,16.94,0.14,0.09,40.3,15.80,20.60,0.17,61.1,11.15
867,14.4333,5.78,6.25,191.8,16.60,-4.06,1.60,62.3,16.69,21.71,-0.25,41.7,11.25
868,14.4500,6.11,6.08,226.9,16.17,-3.95,1.65,75.8,17.40,0.12,19.99,83.2,11.49
869,14.4667,6.58,5.94,182.7,15.53,-3.56,-0.13,40.0,17.65,11.88,9.97,43.8,11.62
870,14.4833,7.52,6.11,184.5,15.06,-2.41,1.93,46.2,18.64,13.99,8.00,68.8,11.79
871,14.5000,7.88,5.92,211.7,14.81,-2.07,1.55,74.1,19.06,-1.01,0.49,46.1,11.96
872,14.5167,8.12,5.80,206.4,14.34,-1.92,0.45,88.0,19.39,-0.96,0.27,51.1,12.09
873,14.5333,8.59,5.85,181.4,14.15,-1.85,1.29,68.0,19.51,-0.55,0.18,70.1,12.13
874,14.5500,8.56,5.64,170.2,14.07,-1.40,0.71,55.4,19.43,-0.40,0.09,85.8,12.20
875,14.5667,9.16,5.81,147.0,13.90,-0.86,0.51,59.7,19.31,-0.33,0.08,97.3,12.24
876,14.5833,9.76,5.88,218.3,13.80,-0.56,0.55,64.0,19.37,-0.25,0.06,105.5,12.26
877,14.6000,9.67,5.83,197.7,13.73,-0.28,0.21,73.2,19.41,-0.22,0.08,109.6,12.30
878,14.6167,9.77,5.89,213.7,13.67,-0.12,-0.19,67.3,19.45,-0.07,0.01,128.4,12.29
879,14.6333,9.83,5.84,222.9,13.65,-0.05,-0.22,62.5,19.07,-0.04,0.00,128.0,12.27
880,14.6500,9.85,5.92,228.8,13.64,10.17,7.64,70.6,18.43,-0.05,-0.02,148.1,12.30
881,14.6667,9.86,5.93,230.5,13.90,10.17,7.64,77.5,18.32,-0.02,-0.04,150.6,12.30
882,14.6833,9.85,5.94,233.1,14.12,10.17,7.88,96.1,18.30,-0.00,-0.03,153.4,12.29
883,14.7000,9.81,5.97,218.5,14.18,10.24,7.88,94.0,18.19,0.06,-0.11,161.8,12.18
884,14.7167,9.79,6.05,224.6,14.20,10.27,8.06,96.0,17.96,0.14,-0.13,164.5,12.09
885,14.7333,9.51,6.23,195.7,14.31,10.18,8.13,86.5,17.73,0.26,-0.26,134.9,12.00
886,14.7500,8.61,6.03,187.3,14.31,10.01,8.36,75.6,17.57,0.11,-0.12,95.2,11.66
887,14.7667,7.93,6.57,199.2,14.38,8.13,9.58,92.6,17.25,-0.03,0.01,112.2,11.33
888,14.7833,6.00,7.31,178.9,14.41,5.93,9.64,96.5,16.60,-0.00,0.01,98.1,11.19
889,14.8000,2.29,6.17,223.5,14.67,2.36,8.95,91.3,15.51,17.59,4.29,85.1,11.69
890,14.8167,-0.14,5.87,238.8,14.53,-0.74,7.65,97.2,15.08,15.73,5.58,111.2,12.37
891,14.8333,-2.33,5.06,149.6,14.39,-3.23,6.60,76.8,14.94,12.91,5.77,93.1,12.68
892,14.8500,-4.28,4.17,242.3,14.37,-5.90,5.94,119.6,14.61,11.06,4.36,98.6,12.82
893,14.8667,-6.22,3.91,211.3,14.39,-6.80,4.03,89.0,14.14,9.15,3.99,153.7,12.98
894,14.8833,-7.76,3.46,157.0,14.33,-8.29,3.67,102.7,13.77,7.71,3.80,200.1,13.19
895,14.9000,-8.42,2.53,147.6,14.33,-10.05,3.49,106.7,13.62,6.09,2.98,154.0,13.45
896,14.9167,-9.68,2.17,168.1,14.36,-10.52,2.36,84.2,13.61,5.52,2.11,182.9,13.62
897,14.9333,-10.16,2.07,218.1,14.35,-11.81,2.07,119.3,13.73,4.08,2.02,264.7,13.90
898,14.9500,-10.86,2.10,141.5,14.30,-12.12,1.92,157.3,13.78,3.78,1.87,229.6,14.16
899,14.9667,-11.75,1.77,158.9,14.26,-12.76,1.93,108.9,13.87,2.60,1.77,158.3,14.45
900,14.9833,-11.92,1.71,156.7,14.17,-13.19,1.55,99.1,13.93,2.20,1.66,191.1,14.38
901,15.0000,-12.20,1.68,158.2,14.13,-13.82,1.39,123.3,14.10,2.00,1.91,264.4,14.52
902,15.0167,-12.18,1.36,134.9,14.10,-13.98,0.55,125.1,14.19,1.83,1.87,244.6,14.62
903,15.0333,-12.05,0.48,144.5,14.07,-14.02,0.30,147.7,14.25,1.59,1.92,213.5,14.69
904,15.0500,-12.20,0.20,184.3,14.06,-14.14,0.07,175.4,14.31,1.15,1.95,179.6,14.75
905,15.0667,-12.31,0.12,204.3,13.98,-14.24,-0.01,169.4,14.29,0.87,2.00,177.7,14.97
906,15.0833,-12.41,0.07,200.6,13.89,-14.16,-0.14,162.8,14.25,0.39,1.97,222.3,15.05
907,15.1000,-12.40,0.02,186.6,13.80,-14.21,-0.42,117.9,14.24,0.17,2.06,255.6,15.07
908,15.1167,-12.61,-0.09,159.6,13.71,-14.40,-1.05,89.6,14.27,0.17,1.96,256.8,15.12
909,15.1333,-13.39,-0.34,146.5,13.60,-14.48,-1.63,114.2,14.09,0.12,1.89,245.0,15.14
910,15.1500,-12.32,-0.35,154.5,13.49,-14.01,-1.92,155.7,13.81,0.10,1.64,212.7,15.02
911,15.1667,-13.64,-0.35,133.8,13.38,-14.21,-1.92,163.9,13.53,0.06,1.38,188.8,15.03
912,15.1833,-13.77,-0.36,130.2,13.29,-14.26,-1.96,153.4,13.44,0.05,0.97,167.1,15.24
913,15.2000,-12.25,-1.74,114.6,13.10,-14.28,-2.00,140.4,13.33,0.05,0.62,187.6,15.28
914,15.2167,-12.41,-1.65,112.8,12.87,-14.29,-2.00,136.7,13.09,0.06,0.35,212.3,15.06
915,15.2333,-12.23,-1.71,119.8,12.65,-14.42,-2.03,118.7,12.76,0.03,0.23,227.5,15.30
916,15.2500,-12.21,-1.77,117.9,12.46,-14.41,-2.05,112.0,12.50,0.02,0.21,235.1,15.32
917,15.2667,-12.19,-1.78,110.6,12.30,-14.46,-2.13,94.2,12.34,0.02,0.15,242.8,15.32
918,15.2833,-12.12,-1.85,110.4,12.11,-14.33,-2.08,96.1,12.24,0.02,0.12,249.3,15.09
919,15.3000,-12.13,-1.90,117.9,11.92,-14.62,-2.08,83.7,12.01,0.02,0.08,252.6,15.07
920,15.3167,-12.18,-1.86,123.1,11.76,-12.14,-3.91,70.4,11.81,0.00,0.09,255.1,15.06
921,15.3333,-12.08,-1.87,115.4,11.69,-12.18,-3.91,77.8,11.61,0.01,0.06,255.4,15.07
922,15.3500,-12.15,-1.85,109.5,11.63,-12.17,-3.91,70.8,11.38,0.00,0.05,253.3,14.99
923,15.3667,-11.82,-1.91,122.5,11.62,-12.13,-3.99,68.5,11.11,0.01,0.04,252.4,15.06
924,15.3833,-12.00,-1.89,115.3,11.59,-12.12,-3.89,92.1,10.97,0.01,0.03,253.8,14.99
925,15.4000,-11.96,-1.81,101.2,11.64,-12.07,-3.90,66.7,10.77,-0.00,0.03,253.9,14.85
926,15.4167,-12.28,-1.85,101.0,11.66,0.02,0.00,50.7,10.55,-0.01,0.01,255.0,14.75
927,15.4333,-11.92,-1.82,125.6,11.70,-13.94,-2.16,65.3,10.25,0.00,-0.00,254.4,14.65
928,15.4500,-13.97,-0.24,88.2,11.78,-13.84,-2.11,47.2,9.97,0.09,-0.27,208.5,14.47
929,15.4667,-13.72,-0.23,109.3,11.90,-13.74,-1.93,55.7,9.57,0.11,-1.82,217.4,14.55
930,15.4833,-13.41,-0.15,116.2,12.01,-12.43,-2.17,48.1,9.13,0.09,-2.97,150.9,14.35
931,15.5000,-12.32,-0.07,144.4,12.19,-15.29,-0.01,39.3,8.64,-0.12,-4.54,168.2,14.39
932,15.5167,-11.85,0.04,177.8,12.30,-12.84,-0.66,46.0,8.16,-0.40,-4.48,139.5,14.29
933,15.5333,-13.92,1.83,96.7,12.36,-11.79,-0.09,57.6,7.68,-0.42,-4.15,159.0,14.17
934,15.5500,-10.05,0.01,164.3,12.40,-13.89,1.56,51.3,7.16,-0.78,-4.03,137.5,14.06
935,15.5667,-12.06,1.79,110.4,12.40,0.02,0.00,126.7,6.55,-0.71,-3.98,139.4,13.83
936,15.5833,-11.91,1.98,117.2,12.40,0.01,0.01,172.3,5.88,-0.83,-3.70,109.7,13.38
937,15.6000,-11.45,1.98,97.7,12.44,0.00,-0.00,188.4,5.26,-1.21,-3.60,105.7,13.23
938,15.6167,-9.98,1.98,173.5,12.33,0.01,-0.00,145.4,4.78,-1.23,-2.50,90.0,13.16
939,15.6333,-6.06,0.05,93.9,12.26,-0.00,0.00,207.1,4.28,-1.03,-2.11,100.1,13.09
940,15.6500,-11.94,3.92,71.3,12.21,-0.00,-0.00,206.3,3.67,-0.90,-2.13,104.4,13.06
941,15.6667,-11.74,3.89,71.3,12.17,-0.00,-0.00,200.3,2.03,-0.55,-2.01,111.5,13.01
942,15.6833,-8.23,1.98,76.0,12.11,-0.00,-0.00,193.8,1.48,-0.47,-1.85,106.0,12.99
943,15.7000,-11.01,4.21,73.4,12.08,0.01,-0.00,176.1,1.48,-0.76,-1.85,86.9,12.92
944,15.7167,-3.99,0.02,93.3,13.00,0.00,-0.01,177.6,1.48,-0.66,-1.76,78.4,12.83
945,15.7333,-10.47,3.93,79.9,13.22,-0.00,-0.00,167.9,1.48,-1.03,-1.74,72.0,12.78
946,15.7500,-10.12,3.97,136.8,13.20,-0.01,-0.01,152.2,1.45,0.01,-3.54,110.2,12.65
947,15.7667,-10.11,4.00,120.2,13.21,-0.00,0.00,148.9,1.46,-0.02,-3.67,125.1,12.58
948,15.7833,-10.05,4.07,107.3,13.19,-0.02,-0.00,138.3,1.46,-0.33,-1.01,68.8,12.51
949,15.8000,-11.83,5.90,85.3,13.19,-0.00,-0.01,120.2,1.44,-3.80,-0.08,99.5,12.53
950,15.8167,-11.80,5.95,94.1,13.06,0.00,0.03,118.2,1.43,-0.13,-0.41,87.3,12.48
951,15.8333,-11.73,5.99,101.1,12.96,0.01,0.00,106.5,1.45,-0.07,-1.41,94.5,12.41
952,15.8500,-11.67,6.03,108.9,12.98,-0.01,-0.01,98.8,1.46,-0.04,-1.58,99.6,12.37
953,15.8667,-11.75,6.00,111.1,13.09,-0.01,0.01,96.0,1.47,-0.46,-0.82,88.2,12.35
954,15.8833,-11.89,6.13,131.8,13.10,0.01,-0.02,103.3,1.48,-0.11,-0.57,98.0,12.36
955,15.9000,-11.51,6.03,107.6,13.08,-0.01,-0.01,110.3,1.50,-0.51,-0.30,92.4,12.32
956,15.9167,-11.79,6.08,128.8,13.04,-0.01,0.01,116.0,1.52,-0.47,-0.29,93.2,12.33
957,15.9333,-11.94,6.27,139.9,12.97,0.01,-0.00,120.8,1.54,-1.31,-0.00,94.9,12.28
958,15.9500,-11.58,6.08,128.7,12.91,-0.02,-0.01,133.5,1.54,-0.32,-0.09,100.8,12.29
959,15.9667,-11.97,6.34,151.8,12.86,-0.00,0.00,145.6,1.53,-0.68,-0.12,91.6,12.24
960,15.9833,-11.79,6.20,154.9,12.86,-0.00,-0.01,153.8,1.52,-0.41,-0.17,86.8,12.24
961,16.0000,-11.90,6.26,158.0,12.92,-0.00,0.00,173.0,1.53,-0.68,-0.20,81.7,12.18
962,16.0167,-11.83,6.24,155.7,12.95,-0.00,-0.00,181.1,1.51,-0.17,-0.32,88.7,12.19
963,16.0333,-11.85,6.33,160.7,13.92,0.01,-0.01,198.7,1.50,-0.07,-0.10,146.3,12.15
964,16.0500,-11.83,6.36,158.8,14.04,0.00,-0.00,207.5,1.50,-0.03,-1.27,96.1,12.13
965,16.0667,-11.78,6.44,144.5,14.14,-0.00,-0.00,212.8,1.49,-0.29,-0.47,94.3,12.13
966,16.0833,-11.72,6.48,140.5,14.19,0.00,-0.00,212.4,1.48,-1.18,-0.11,90.1,12.11
967,16.1000,-11.88,7.27,118.5,14.22,0.00,0.00,215.5,1.47,-1.40,-0.11,97.7,12.05
968,16.1167,-11.77,7.31,106.9,14.21,-0.00,0.00,205.8,1.47,-0.26,-0.14,100.5,11.98
969,16.1333,-11.74,7.55,112.3,14.25,0.00,0.00,195.6,1.45,-0.25,-0.28,107.0,11.93
970,16.1500,-11.72,7.68,111.6,14.38,0.00,0.01,189.9,1.44,-0.43,-0.19,115.3,11.87
971,16.1667,-11.63,7.73,106.9,14.49,-0.00,-0.00,178.8,1.43,-0.49,-0.11,119.3,11.77
972,16.1833,-11.64,7.81,111.1,14.46,-0.00,0.00,163.2,1.44,-0.08,-0.08,164.8,11.69
973,16.2000,-11.34,7.96,99.8,14.44,0.00,-0.01,156.3,1.44,-0.08,-0.03,179.8,11.60
974,16.2167,0.00,-0.15,118.4,14.40,0.01,-0.00,143.5,1.43,-0.04,-0.04,254.7,11.56
975,16.2333,0.04,-0.16,113.5,14.30,-0.01,-0.00,135.6,1.47,-0.04,-0.03,247.0,11.48
976,16.2500,0.08,-0.16,111.5,14.17,-0.00,0.00,126.6,1.49,-0.00,-0.04,204.5,11.39
977,16.2667,0.12,-0.32,80.9,14.14,-0.00,0.01,125.8,1.51,0.09,-0.08,167.1,11.34
978,16.2833,0.04,-0.22,109.3,14.34,0.00,0.00,113.8,1.54,0.14,-0.04,172.0,11.32
979,16.3000,-8.26,5.67,102.9,14.07,0.01,0.02,107.5,1.56,0.55,-0.05,137.6,11.27
980,16.3167,-8.22,5.77,117.8,13.92,0.01,-0.01,98.8,1.58,0.46,-0.03,155.7,11.26
981,16.3333,-8.20,5.77,129.3,13.49,0.00,0.02,91.3,1.60,0.17,-0.19,86.0,11.26
982,16.3500,-8.22,5.87,131.7,13.28,0.00,0.02,104.1,1.61,0.16,-0.06,112.8,11.23
983,16.3667,-8.17,5.84,132.5,13.20,-0.00,0.00,107.8,1.65,0.32,-0.13,99.1,11.19
984,16.3833,-8.22,5.92,139.6,13.12,-0.02,-0.00,114.6,1.65,0.53,-0.01,127.8,11.17
985,16.4000,-8.36,6.01,122.6,13.09,0.01,-0.00,128.9,1.66,0.93,0.04,99.0,11.14
986,16.4167,-8.10,5.88,142.0,13.07,-0.00,0.00,138.7,1.67,0.16,0.13,106.1,11.11
987,16.4333,-8.23,5.94,132.1,13.10,-0.00,-0.01,155.3,1.67,0.24,0.31,73.2,11.11
988,16.4500,0.09,-0.16,120.9,13.12,0.01,-0.00,167.5,1.67,-0.04,-0.04,91.1,11.10
989,16.4667,-8.14,5.92,152.1,13.14,0.00,0.00,183.9,1.66,0.41,-0.06,66.4,11.08
990,16.4833,-8.27,5.95,131.7,13.18,-0.00,0.00,175.3,1.66,0.42,0.00,67.5,11.08
991,16.5000,-8.34,6.08,123.8,13.25,0.00,-0.00,202.4,1.67,0.92,0.08,63.0,11.08
992,16.5167,-8.37,6.11,121.8,13.33,-0.00,0.00,210.0,1.65,0.59,-0.05,70.9,11.06
993,16.5333,-8.22,6.03,142.3,13.37,-0.00,0.00,210.4,1.65,0.25,-0.02,66.2,11.06
994,16.5500,-8.32,6.03,129.8,13.36,-0.00,0.00,194.5,1.64,1.26,0.04,57.8,11.07
995,16.5667,-8.33,6.02,125.6,13.85,-0.00,0.00,196.1,1.67,0.96,0.06,66.3,11.05
996,16.5833,-8.37,6.08,127.1,14.14,-0.00,-0.00,183.9,1.68,1.60,0.03,87.5,11.05
997,16.6000,-8.38,6.05,124.1,14.35,-0.01,-0.00,166.6,1.67,1.54,0.02,91.3,11.05
998,16.6167,-8.49,6.11,120.0,14.43,-0.01,-0.00,155.8,1.67,1.57,-0.04,82.8,11.06
999,16.6333,-8.29,6.12,127.1,14.54,0.00,-0.01,143.2,1.68,1.80,-0.06,99.0,11.05
1000,16.6500,-8.32,6.06,119.2,14.55,-0.00,0.00,136.8,1.69,1.61,-0.00,112.4,11.04
1001,16.6667,-8.37,6.09,110.8,14.52,0.00,-0.01,125.7,1.68,1.81,-0.02,113.3,11.05
1002,16.6833,-8.47,6.14,110.2,14.48,-0.03,-0.01,111.9,1.71,1.75,-0.01,131.1,11.04
1003,16.7000,0.18,-0.14,100.4,14.47,0.00,0.01,100.9,1.71,1.83,-0.02,166.7,11.04
1004,16.7167,-8.39,6.11,106.8,14.54,0.00,0.01,105.6,1.71,1.73,0.03,89.4,11.04
1005,16.7333,0.18,-0.06,109.4,14.57,0.00,0.00,97.2,1.71,1.62,0.12,82.8,11.03
1006,16.7500,0.16,-0.07,114.2,14.57,0.01,0.01,89.5,1.72,1.79,0.04,156.8,11.04
1007,16.7667,0.11,-0.04,106.6,14.61,0.02,-0.01,90.5,1.72,1.80,-0.01,161.9,11.03
1008,16.7833,0.16,-0.06,119.3,14.63,0.02,0.01,91.7,1.73,1.67,0.01,112.9,11.03
1009,16.8000,0.13,-0.06,108.9,14.67,0.01,-0.02,97.5,1.74,1.75,0.10,115.9,11.01
1010,16.8167,-8.53,6.28,91.9,14.59,15.92,31.99,9.7,1.39,1.49,-0.02,56.0,10.93
1011,16.8333,0.12,-0.08,116.0,14.75,-0.06,0.10,41.1,1.43,1.82,0.00,170.2,10.93
1012,16.8500,0.11,-0.16,102.5,14.87,-0.02,-0.00,68.0,1.48,1.76,-0.00,128.3,10.94
1013,16.8667,0.13,-0.07,111.6,14.98,0.02,-0.01,81.0,1.52,1.83,0.04,142.2,10.94
1014,16.8833,0.18,-0.04,84.0,15.03,-0.02,0.01,85.0,1.51,1.84,-0.01,144.8,10.94
1015,16.9000,0.13,-0.11,101.9,15.03,-0.00,0.01,108.1,1.51,1.75,-0.05,81.1,10.92
1016,16.9167,0.16,-0.03,91.8,15.01,0.01,0.00,124.2,1.53,1.80,0.04,100.5,10.94
1017,16.9333,0.12,-0.08,100.4,14.99,0.01,0.00,145.8,1.54,-11.77,10.63,48.7,10.95
1018,16.9500,0.13,-0.05,103.1,14.91,-0.01,-0.00,166.6,1.55,-11.76,12.10,47.3,10.95
1019,16.9667,0.10,-0.06,102.0,15.04,0.00,0.01,176.9,1.56,-11.92,12.02,88.1,10.94
1020,16.9833,0.16,-0.01,98.4,15.14,-0.00,0.00,193.2,1.58,1.79,0.03,103.1,10.93
1021,17.0000,0.10,-0.06,98.9,15.18,0.00,0.00,194.6,1.57,1.72,-0.05,80.5,10.94
1022,17.0167,0.09,0.02,96.4,15.06,-0.00,0.01,188.4,1.57,1.80,-0.06,89.2,10.95
1023,17.0333,0.09,-0.07,95.6,15.06,-0.00,0.00,170.8,1.62,0.05,1.77,101.1,10.94
1024,17.0500,-6.57,5.95,114.1,15.06,-0.00,-0.01,151.7,1.65,0.01,1.79,128.0,10.94
1025,17.0667,-6.49,5.76,102.9,15.05,-0.01,0.00,139.9,1.65,1.78,-0.05,90.3,10.93
1026,17.0833,-6.42,5.73,117.0,15.05,-0.01,-0.01,128.6,1.64,0.01,1.82,134.4,10.93
1027,17.1000,-6.50,5.84,130.1,15.08,-0.01,-0.00,109.3,1.65,0.04,1.79,137.4,10.91
1028,17.1167,-6.73,5.85,119.2,14.94,0.00,-0.02,101.6,1.66,0.01,1.78,156.2,10.91
1029,17.1333,-6.72,5.74,124.3,14.87,0.00,-0.02,97.2,1.66,0.03,1.79,147.4,10.92
1030,17.1500,-6.95,5.83,132.4,14.77,0.00,0.02,91.5,1.68,0.00,1.81,156.9,10.90
1031,17.1667,-6.44,5.81,144.4,14.80,-0.01,0.01,86.2,1.69,0.01,1.83,179.6,10.90
1032,17.1833,-6.73,5.78,145.1,14.75,0.01,-0.02,86.3,1.69,0.00,1.83,188.1,10.89
1033,17.2000,-6.68,5.87,165.1,14.70,0.00,0.01,88.7,1.71,0.01,1.79,170.3,10.86
1034,17.2167,-7.06,5.83,149.6,14.55,0.01,-0.03,87.7,1.73,0.02,1.82,158.1,10.89
1035,17.2333,-6.65,5.83,160.6,14.57,-0.01,-0.00,87.3,1.75,0.01,1.81,153.7,10.89
1036,17.2500,-6.65,5.85,168.6,14.59,0.00,-0.03,92.9,1.77,0.04,1.73,135.1,10.88
1037,17.2667,-7.36,5.92,183.1,14.50,0.01,-0.01,99.0,1.80,-0.00,1.71,109.3,10.86
1038,17.2833,-6.72,5.78,164.8,14.63,-0.02,0.01,109.6,1.80,0.01,1.71,105.2,10.85
1039,17.3000,-6.79,5.86,183.7,14.75,-0.01,-0.00,117.3,1.81,-0.08,1.64,90.3,10.83
1040,17.3167,-6.99,5.86,165.0,14.80,0.01,0.00,125.2,1.84,0.02,1.63,93.7,10.82
1041,17.3333,-7.00,5.90,183.9,14.87,0.00,-0.00,140.3,1.84,-10.81,12.03,60.6,10.80
1042,17.3500,-7.44,5.99,210.3,14.96,0.00,0.00,154.6,1.86,0.03,0.29,77.3,10.82
1043,17.3667,-7.06,5.77,172.9,15.06,0.00,-0.00,167.8,1.86,0.05,-0.06,49.5,10.82
1044,17.3833,-6.98,5.88,181.1,15.07,0.00,-0.00,183.2,1.85,0.03,1.49,65.2,10.81
1045,17.4000,-7.23,5.91,188.8,15.08,0.00,0.01,193.8,1.86,0.04,1.38,67.4,10.80
1046,17.4167,-7.30,5.98,202.4,15.18,0.00,-0.00,208.4,1.87,-11.29,12.20,73.1,10.81
1047,17.4333,-7.58,6.01,214.0,15.17,0.00,0.00,214.3,1.87,-11.97,12.32,56.1,10.80
1048,17.4500,-7.07,5.79,176.8,15.14,-0.00,0.00,219.5,1.86,0.02,1.71,85.7,10.80
1049,17.4667,-7.49,6.01,219.3,15.09,0.00,0.01,210.8,1.86,-11.74,12.79,49.7,10.79
1050,17.4833,-7.21,5.95,199.7,15.06,-0.00,0.00,208.6,1.85,0.09,1.78,56.4,10.78
1051,17.5000,-7.67,6.02,242.8,15.02,0.00,0.00,201.1,1.88,3.34,0.08,48.1,10.75
1052,17.5167,-7.28,5.96,206.2,15.01,0.00,0.01,185.0,1.90,2.45,-0.07,54.9,10.74
1053,17.5333,-7.60,6.05,232.0,15.03,0.01,-0.01,179.4,1.88,0.02,1.72,58.5,10.74
1054,17.5500,-7.36,6.02,208.8,15.03,0.01,0.01,164.9,1.88,2.47,-0.02,80.8,10.74
1055,17.5667,-7.53,6.03,224.7,14.93,-0.01,0.00,156.8,1.91,2.70,0.13,89.8,10.74
1056,17.5833,-7.73,6.11,230.6,14.84,-0.01,0.00,119.2,1.90,2.77,0.04,107.3,10.75
1057,17.6000,-7.56,6.06,210.8,14.78,0.00,0.01,140.0,1.93,2.66,0.04,115.5,10.74
1058,17.6167,-7.51,6.06,209.8,14.77,-0.00,-0.00,128.3,1.94,2.73,0.05,117.0,10.76
1059,17.6333,-7.63,6.10,221.6,14.75,0.01,0.01,120.9,1.95,2.70,0.05,120.3,10.74
1060,17.6500,-7.66,6.11,222.3,14.79,0.03,0.04,83.9,1.96,2.74,0.05,111.9,10.73
1061,17.6667,-7.72,6.13,236.6,14.78,-0.01,-0.01,98.9,1.94,2.62,0.07,109.8,10.74
1062,17.6833,-7.69,6.13,234.4,14.83,0.02,-0.01,102.8,1.96,2.81,0.05,101.9,10.79
