frame,t_s,diameter_px,centre_x,centre_y,run_ctr,span,height,comp_area,seed_ok
819,13.6333,411,707.0,1410.0,257,415,285,76531,1
820,13.6500,393,708.0,1410.0,236,417,287,75832,1
821,13.6667,355,709.0,1410.5,227,420,288,74846,1
822,13.6833,342,709.5,1411.0,221,420,289,74606,1
823,13.7000,255,708.0,1410.5,231,420,288,72433,1
824,13.7167,223,607.0,1411.0,221,245,287,46285,1
825,13.7333,209,600.0,1409.5,208,232,286,42659,1
826,13.7500,303,704.0,1410.5,178,417,286,61456,1
827,13.7667,392,704.5,1410.0,159,417,285,63490,0
828,13.7833,400,704.5,1409.5,152,415,284,64699,0
829,13.8000,414,704.5,1407.0,412,415,279,75404,1
830,13.8167,415,705.0,1406.5,411,415,278,86093,1
831,13.8333,414,704.5,1411.0,414,415,285,89735,1
832,13.8500,414,705.5,1411.0,412,414,285,89580,1
833,13.8667,413,705.0,1411.0,411,414,285,89409,1
834,13.8833,413,705.0,1411.5,411,414,284,89280,1
835,13.9000,413,706.0,1411.5,411,413,284,89150,1
836,13.9167,413,706.0,1412.0,412,413,285,89028,1
837,13.9333,413,706.0,1411.5,411,413,284,88971,1
838,13.9500,412,705.5,1412.0,412,413,283,88861,1
839,13.9667,412,705.5,1412.0,410,413,283,88748,1
840,13.9833,411,706.0,1412.0,410,412,283,88671,1
841,14.0000,411,706.0,1412.0,410,412,283,88371,1
842,14.0167,411,706.0,1412.0,409,412,283,87564,1
843,14.0333,410,706.5,1412.0,410,411,283,86484,1
844,14.0500,410,706.5,1412.5,410,411,282,85045,1
845,14.0667,410,706.5,1412.5,410,411,282,83258,1
846,14.0833,410,706.5,1412.5,410,411,282,81926,1
847,14.1000,410,706.5,1412.5,410,411,282,79892,1
848,14.1167,409,708.0,1412.5,273,411,282,78033,1
849,14.1333,387,708.0,1412.5,254,411,282,76018,1
